kepoi_name,koi_disposition,koi_period,koi_duration,koi_prad,koi_teq,koi_insol,koi_depth,koi_impact,koi_model_snr
K01448.01,FALSE POSITIVE,2.48658617,2.7189,24.39,1461.0,1077.69,42122.0,0.079,91.6
K01270.01,CONFIRMED,5.729317577,1.1816,2.41,850.0,123.03,865.4,0.597,59.0
K00156.03,CONFIRMED,11.776132317,2.8971,2.08,446.0,9.37,1430.8,0.54,163.5
K01270.02,CONFIRMED,11.60908533,2.2603,1.71,671.0,48.06,489.3,0.03,34.1
K01271.01,CANDIDATE,162.0479502,9.8974,11.52,437.0,8.65,4840.5,0.663,370.2
K01272.01,FALSE POSITIVE,0.530967162,3.3659,23.72,2704.0,12644.75,244.9,1.167,125.5
K01273.01,CONFIRMED,40.05881661,5.595,3.43,489.0,13.57,1239.4,0.819,62.6
K01332.02,CONFIRMED,6.09747233,3.431,2.22,1197.0,485.84,217.6,0.012,17.4
K01332.03,CONFIRMED,56.637918,6.172,3.68,570.0,24.87,589.7,0.298,20.9
K01333.01,FALSE POSITIVE,2.243016513,2.721,1.37,1167.0,438.46,299.6,0.737,59.1
K01334.01,FALSE POSITIVE,8.6531216,4.39,22.58,772.0,84.05,654.8,1.214,35.7
K00159.01,CONFIRMED,8.99088621,4.2447,2.78,960.0,200.35,469.7,0.77,93.6
K01388.01,FALSE POSITIVE,34.064566412,9.6114,15.57,570.0,25.0,28450.4,0.524,1305.9
K01389.01,FALSE POSITIVE,4.350087749,2.6428,24.77,1136.0,393.2,23593.0,0.986,192.2
K01390.01,FALSE POSITIVE,1.744101106,1.5497,7.21,1016.0,251.54,9681.4,0.618,152.6
K01391.01,FALSE POSITIVE,7.981187121,1.8071,18.75,966.0,205.88,7609.5,1.036,202.1
K01392.01,FALSE POSITIVE,4.118775582,3.76,4.48,1067.0,306.75,2647.7,0.754,125.6
K01393.01,CANDIDATE,1.694740233,1.6864,2.12,797.0,95.14,1446.8,0.671,92.3
K01453.01,FALSE POSITIVE,0.971933156,1.9265,50.75,1754.0,2240.48,4786.0,1.42,223.1
K01454.01,FALSE POSITIVE,121.5991278,15.1596,379.63,358.0,3.87,10537.0,5.011,297.0
K01455.01,CANDIDATE,15.068060768,3.3011,16.43,742.0,71.78,19387.0,0.88,282.8
K01456.01,CONFIRMED,7.886632468,5.2147,8.99,996.0,232.07,6331.2,0.048,392.3
K01457.01,CONFIRMED,8.027681123,3.0942,8.43,824.0,109.35,8725.4,0.495,461.5
K01274.01,CONFIRMED,704.962626,18.003,4.53,178.0,0.24,2319.1,0.8495,96.1
K01275.01,CONFIRMED,50.28635977,6.3212,3.88,543.0,20.59,1119.3,0.018,99.5
K01276.01,CONFIRMED,22.79020351,5.0394,2.57,634.0,38.27,617.9,0.036,47.7
K01276.02,CONFIRMED,13.26079792,3.912,1.47,760.0,78.79,199.4,0.22,17.6
K01277.01,FALSE POSITIVE,1.061932545,2.1429,2.29,2508.0,9391.15,133.6,0.713,80.2
K01335.01,CONFIRMED,127.8334997,10.914,9.46,554.0,22.21,1829.9,0.416,76.9
K01336.01,CONFIRMED,10.21864532,3.802,2.33,920.0,169.13,445.3,0.416,26.6
K01336.02,CONFIRMED,15.573637,5.326,2.94,799.0,96.38,468.1,0.946,24.7
K01336.03,CONFIRMED,40.1015561,5.246,2.92,583.0,27.31,550.0,0.868,19.0
K01336.04,CONFIRMED,4.45814897,2.867,1.61,1212.0,511.6,188.1,0.754,14.3
K01394.01,FALSE POSITIVE,5.663621501,1.2968,2.47,774.0,84.76,1225.0,0.169,39.8
K01395.01,CONFIRMED,6.230335,1.6493,3.7,875.0,138.33,1449.2,0.808,31.6
K00166.01,CONFIRMED,12.49340725,2.2614,2.2,649.0,42.08,715.7,0.594,76.2
K01396.01,CONFIRMED,6.62643441,3.1752,2.54,895.0,151.59,814.6,0.111,40.6
K01396.02,CONFIRMED,3.70122061,2.523,1.62,1087.0,330.02,327.4,0.178,19.6
K01397.01,CANDIDATE,6.247030799,1.4848,1.89,512.0,16.23,1496.6,0.039,44.8
K01207.01,CONFIRMED,13.73474071,2.769,2.71,634.0,38.11,746.4,0.941,31.0
K01208.01,CANDIDATE,700.00298217,7.6525,6.43,238.0,0.76,3245.9,0.143,60.3
K01209.01,CANDIDATE,272.0868353,2.7145,5.95,251.0,0.93,5572.0,0.3629,21.5
K01210.01,CONFIRMED,14.55387488,6.973,3.45,939.0,183.48,319.7,0.955,26.8
K00016.01,FALSE POSITIVE,0.895277575,2.711,9.27,4253.0,77480.31,534.5,0.928,132.1
K00152.04,CONFIRMED,81.0637895,3.001,3.01,511.0,16.12,476.0,0.584,19.4
K01278.01,CONFIRMED,24.8056775,6.148,2.16,588.0,28.22,624.4,0.007,39.4
K00157.01,CONFIRMED,13.02493307,4.5706,2.88,786.0,90.1,778.4,0.004,119.3
K01278.02,CONFIRMED,44.3471936,6.43,2.45,484.0,13.0,791.7,0.273,40.5
K01278.03,CONFIRMED,9.2207691,4.907,1.02,817.0,105.63,140.0,0.037,13.2
K01278.04,CONFIRMED,13.6396648,5.425,1.1,717.0,62.6,162.7,0.105,13.3
K01337.01,CONFIRMED,1.922799706,1.8604,1.28,1215.0,514.44,259.7,0.036,30.1
K01338.01,CONFIRMED,3.222975318,2.9247,1.47,1239.0,558.65,232.7,0.33,31.3
K01338.02,CANDIDATE,42.0370662,6.282,1.66,527.0,18.16,266.8,0.672,14.7
K01338.03,CANDIDATE,21.0112068,4.507,1.4,663.0,45.79,163.6,0.853,10.2
K01339.01,CONFIRMED,4.16811839,2.8084,2.28,1277.0,628.73,263.0,0.709,26.7
K01398.01,CONFIRMED,5.82348911,2.2441,3.0,955.0,196.33,888.7,0.877,38.1
K01399.01,CANDIDATE,8.75059775,2.8288,2.27,682.0,51.0,881.9,0.33,28.3
K01400.01,FALSE POSITIVE,9.41475056,4.736,19.33,962.0,202.58,483.4,1.148,55.2
K01401.01,FALSE POSITIVE,0.56669006,2.1674,1.52,2955.0,18023.71,104.6,0.7102,53.8
K01402.01,CONFIRMED,7.13969705,3.981,2.24,965.0,205.23,512.9,0.027,27.8
K01403.01,CONFIRMED,18.75470238,3.0331,1.67,382.0,5.03,995.3,0.034,33.2
K01211.01,FALSE POSITIVE,3.00363219,3.732,1.43,1571.0,1441.44,101.2,0.727,38.5
K01212.01,CONFIRMED,11.30123036,4.022,1.85,852.0,124.42,277.1,0.117,18.5
K01213.01,FALSE POSITIVE,0.796722833,2.4551,1.44,2401.0,7844.64,107.1,0.601,43.9
K01214.01,CONFIRMED,4.24153629,2.971,1.44,1177.0,452.95,188.1,0.257,18.0
K01215.01,CONFIRMED,17.32419108,8.045,3.14,964.0,204.1,241.3,0.764,49.1
K01279.01,CONFIRMED,14.37457572,4.7892,1.94,779.0,87.24,335.8,0.035,55.2
K01279.02,CONFIRMED,9.65188331,4.296,1.08,890.0,148.32,103.2,0.122,19.8
K01280.01,FALSE POSITIVE,6.0990118,3.6112,3.16,1374.0,842.53,227.5,0.688,39.3
K01281.01,CONFIRMED,49.4781446,2.493,1.88,462.0,10.73,496.6,0.048,20.4
K01282.01,CONFIRMED,30.8639476,8.864,3.01,743.0,72.05,256.5,0.907,63.0
K00159.02,CONFIRMED,2.403640701,1.4012,1.24,1489.0,1164.85,74.9,0.918,16.3
K01340.01,FALSE POSITIVE,2.90060781,2.563,1.58,1645.0,1727.31,124.8,0.47,20.6
K01341.01,CONFIRMED,4.51436096,3.0083,1.84,1231.0,543.73,230.7,0.118,28.4
K01342.01,CONFIRMED,3.77359871,2.7282,1.29,1270.0,614.52,176.0,0.0,25.6
K01342.02,CONFIRMED,8.18182189,2.4566,1.77,981.0,218.9,299.6,0.655,27.4
K01404.01,CONFIRMED,13.32389352,3.2208,1.26,378.0,4.83,781.3,0.073,25.9
K00167.01,CONFIRMED,4.919584997,4.1988,2.86,1312.0,702.13,425.7,0.243,132.0
K01405.01,CONFIRMED,11.41911886,5.135,3.32,921.0,170.33,509.2,0.947,23.7
K01406.01,CONFIRMED,11.36113254,4.1886,2.6,869.0,134.97,569.5,0.734,57.0
K01407.01,FALSE POSITIVE,1.3866358,4.77,0.72,1503.0,1205.94,70.1,0.3783,6.8
K01408.01,CONFIRMED,14.53410833,3.3094,1.36,420.0,7.34,510.6,0.766,32.5
K01215.02,CONFIRMED,33.0063185,7.118,3.13,778.0,86.38,278.1,0.39,38.2
K01216.01,CONFIRMED,11.13127159,4.2372,2.06,952.0,194.31,211.2,0.01,36.8
K01217.01,FALSE POSITIVE,3.47143963,3.663,1.19,1358.0,805.05,99.8,0.719,27.5
K01218.01,CONFIRMED,29.6193891,4.9595,1.74,580.0,26.79,314.7,0.046,42.5
K00153.01,CONFIRMED,8.925079516,2.6766,2.36,628.0,36.89,977.5,0.74,135.8
K01283.01,CONFIRMED,8.0922105,5.7696,1.44,1089.0,331.65,65.3,0.951,37.5
K01284.01,FALSE POSITIVE,3.117087797,3.06941,88.51,1842.0,2725.12,12152.1,1.255,441.7
K00157.02,CONFIRMED,22.687155,5.4921,3.2,653.0,42.95,960.0,0.023,122.8
K01285.01,FALSE POSITIVE,0.937406378,1.9515,7.09,1659.0,1790.11,5079.6,0.8735,138.9
K01286.01,FALSE POSITIVE,0.668483615,2.0909,29.53,1832.0,2642.17,2899.8,1.269,161.2
K01287.01,FALSE POSITIVE,4.429633087,3.0257,32.12,950.0,192.62,6120.1,1.264,166.3
K01343.01,FALSE POSITIVE,1.544927524,1.0134,1.39,1824.0,2606.96,138.5,0.533,25.4
K01344.01,CONFIRMED,4.48758768,2.874,1.37,1305.0,684.07,112.0,0.532,25.9
K01345.01,FALSE POSITIVE,0.323021692,2.3442,46.4,2545.0,9913.7,47100.0,1.1083,520.6
K01346.01,FALSE POSITIVE,4.70818628,3.278,42.99,1046.0,282.41,56545.0,1.082,24.7
K01347.01,FALSE POSITIVE,14.405857436,5.48509,23.42,888.0,146.95,30430.6,0.001,2294.1
K01348.01,FALSE POSITIVE,7.702374154,3.8459,225.25,825.0,109.38,18377.0,3.346,157.2
K01409.01,CONFIRMED,16.56062577,2.611,2.94,701.0,57.28,700.8,0.96,30.8
K01410.01,CONFIRMED,15.74958583,4.6672,2.77,777.0,86.18,659.5,0.637,42.6
K01412.01,CONFIRMED,37.8145252,9.109,3.04,626.0,36.25,412.5,0.845,57.9
K01413.01,CONFIRMED,12.64504291,9.117,1.55,741.0,71.28,200.4,0.931,32.7
K01413.02,CONFIRMED,21.5262958,8.392,1.36,621.0,35.03,190.0,0.804,23.4
K01413.03,CONFIRMED,33.8845825,6.538,1.74,533.0,19.13,224.1,0.961,17.2
K01220.01,CONFIRMED,6.40087137,2.5561,1.91,1109.0,357.44,133.6,0.861,24.4
K01221.01,CONFIRMED,30.1599411,7.874,4.54,836.0,115.69,175.9,0.802,32.3
K01221.02,CONFIRMED,51.0771048,11.233,3.66,702.0,57.28,141.5,0.498,24.1
K01222.01,FALSE POSITIVE,4.2856756,4.059,2.13,1790.0,2429.13,31.4,0.5445,8.3
K01223.01,FALSE POSITIVE,7.388833611,5.62857,10.66,877.0,139.94,13063.5,0.799,1509.3
K01224.01,FALSE POSITIVE,2.698021895,23.192,52.51,1582.0,1481.76,6721.2,1.3,647.1
K01288.01,CONFIRMED,117.93110803,5.8796,10.36,418.0,7.2,8506.6,0.615,212.5
K01289.01,FALSE POSITIVE,4.887806806,2.4078,5.71,918.0,167.54,4676.0,0.561,116.1
K01290.01,FALSE POSITIVE,11.973605044,4.3117,38.2,820.0,106.83,3822.9,1.3,172.9
K01291.01,FALSE POSITIVE,1.231364189,5.8574,5.39,1707.0,2005.15,1097.1,0.995,229.7
K01292.01,FALSE POSITIVE,2.102416517,1.7684,29.29,1435.0,1003.06,1502.5,1.236,94.3
K01293.01,FALSE POSITIVE,11.703109303,2.0467,37.3,811.0,102.47,4201.0,1.279,126.6
K00160.01,FALSE POSITIVE,13.73808249,3.354,3.84,912.0,163.52,660.7,0.957,68.4
K01349.01,FALSE POSITIVE,16.66216657,3.8762,843.45,834.0,114.41,27442.0,7.444,114.5
K01350.01,FALSE POSITIVE,0.752159702,2.3621,43.73,2224.0,5767.22,3425.0,1.272,291.1
K01352.01,FALSE POSITIVE,4.81886153,6.223,2.96,803.0,98.29,1318.6,0.924,86.3
K01353.01,CONFIRMED,125.86540191,9.0191,12.37,394.0,5.71,12389.5,0.101,544.7
K01353.02,CONFIRMED,34.5439452,3.482,2.67,607.0,32.02,429.8,0.87,23.4
K00168.01,CONFIRMED,10.74241765,6.0633,3.06,1008.0,243.94,415.2,0.034,95.4
K01414.01,FALSE POSITIVE,4.02378908,3.237,2.24,2504.0,9293.19,32.1,0.715,36.1
K01415.01,FALSE POSITIVE,0.312941621,2.0646,58.02,3151.0,23300.36,35262.0,1.1789,413.9
K01416.01,CONFIRMED,2.495780169,4.2721,15.75,1408.0,929.47,25070.0,0.133,171.4
K01417.01,FALSE POSITIVE,8.428090255,1.881,517.43,817.0,105.54,11355.5,6.787,183.0
K01418.01,FALSE POSITIVE,8.344104633,1.8014,836.31,785.0,89.55,9695.0,10.047,89.7
K01225.01,CANDIDATE,1.714274727,2.06728,25.0,827.0,110.02,28460.1,1.182,987.2
K01226.01,FALSE POSITIVE,137.75960504,9.1713,49.52,396.0,5.81,83298.0,0.776,885.9
K01227.01,FALSE POSITIVE,2.155278342,2.1064,16.89,1272.0,620.67,20739.0,0.926,142.7
K01228.01,FALSE POSITIVE,3.661326482,2.5714,12.07,1023.0,258.6,17846.0,0.812,424.6
K00153.02,CONFIRMED,4.75400072,2.5394,2.0,775.0,85.23,748.7,0.672,141.4
K01230.01,FALSE POSITIVE,165.739861,24.9393,57.54,692.0,54.1,7343.4,0.263,527.8
K01294.01,FALSE POSITIVE,9.08937826,6.255,5.35,1104.0,351.45,779.8,0.982,72.7
K00017.01,CONFIRMED,3.234699282,3.59385,13.06,1356.0,797.62,10558.7,0.079,3003.8
K00157.03,CONFIRMED,31.99552485,4.2817,4.12,582.0,27.17,1376.1,0.69,128.0
K01295.01,FALSE POSITIVE,1.577800747,2.1626,31.24,1513.0,1236.23,697.7,1.332,79.6
K01296.01,FALSE POSITIVE,2.380862632,4.20416,21.65,1480.0,1133.0,32634.0,0.664,2590.6
K01354.01,FALSE POSITIVE,1.752567456,5.4993,26.56,1502.0,1202.54,607.3,1.218,92.2
K01355.01,CONFIRMED,51.92920654,5.2637,8.49,574.0,25.6,3425.8,0.398,81.8
K01357.01,CANDIDATE,3.014330766,2.4747,2.87,1124.0,377.79,975.3,0.01,57.3
K01358.01,CONFIRMED,5.644914154,2.2599,2.66,744.0,72.38,1397.9,0.445,63.9
K00161.01,CONFIRMED,3.105507835,1.7458,2.68,980.0,217.91,904.6,0.799,178.6
K01419.01,FALSE POSITIVE,1.336109338,1.7419,35.19,1727.0,2106.49,2204.3,1.28,150.0
K01420.01,CANDIDATE,13.35151248,3.6045,4.44,585.0,27.77,3308.8,0.573,107.9
K01421.01,CANDIDATE,1693.6636225,22.604,10.23,157.0,0.14,9515.3,0.5283,122.8
K01422.01,CONFIRMED,5.841636615,1.8734,1.38,446.0,9.38,1336.3,0.026,41.1
K01422.02,CONFIRMED,19.85029495,2.8407,1.52,297.0,1.83,1607.5,0.217,34.4
K00168.02,CONFIRMED,15.27443889,6.0765,2.17,896.0,152.62,206.7,0.153,40.3
K01231.01,FALSE POSITIVE,22.34293693,7.0813,2.92,399.0,6.01,2691.1,0.001,35.3
K01232.01,FALSE POSITIVE,119.40817159,9.3537,16.26,328.0,2.72,18563.3,0.915,508.4
K01233.01,FALSE POSITIVE,1.171536413,1.5878,7.12,2387.0,7673.2,1132.7,0.973,67.0
K01234.01,FALSE POSITIVE,0.973547911,2.2858,11.52,1814.0,2556.6,435.7,1.097,38.7
K01235.01,FALSE POSITIVE,3.053563251,3.2551,21.79,1171.0,444.16,508.4,1.208,50.4
K01297.01,FALSE POSITIVE,1.031096352,2.781,2.36,2020.0,3954.46,265.4,0.979,37.8
K01298.01,CONFIRMED,11.00817635,2.013,2.15,488.0,13.39,1462.5,0.025,42.1
K01298.02,CONFIRMED,92.7495777,5.506,1.87,240.0,0.78,1105.1,0.019,18.0
K01299.01,CONFIRMED,52.5008645,14.9066,12.41,812.0,102.94,946.7,0.11,116.2
K01300.01,CONFIRMED,0.63133171,1.1487,1.2,1322.0,726.72,434.5,0.726,95.8
K01301.01,CONFIRMED,12.69905011,2.9899,2.62,686.0,52.55,797.4,0.663,30.4
K01358.02,CONFIRMED,8.74292005,2.6277,1.92,643.0,40.33,779.5,0.025,30.7
K01358.03,CONFIRMED,3.64830183,1.9985,1.33,860.0,129.44,371.7,0.063,19.9
K01358.04,CONFIRMED,2.345863002,1.6795,1.23,997.0,233.38,316.7,0.035,19.6
K01359.01,CONFIRMED,37.1011418,5.5556,3.19,532.0,18.95,1357.5,0.41,55.2
K01359.02,CANDIDATE,104.8205868,4.4794,6.45,376.0,4.74,3920.1,0.918,76.6
K01422.03,CONFIRMED,10.8644095,1.853,1.14,363.0,4.09,748.7,0.763,16.8
K01423.01,CONFIRMED,124.4197175,3.7197,10.3,416.0,7.07,4107.0,0.017,39.9
K01424.01,CONFIRMED,1.219568047,1.5681,1.51,1252.0,578.96,494.9,0.067,65.9
K01425.01,CONFIRMED,2.05388477,2.1635,2.74,1523.0,1271.11,546.7,0.282,50.0
K01426.01,CONFIRMED,38.86848956,6.0573,2.81,509.0,15.89,1004.9,0.028,73.4
K01236.01,CONFIRMED,35.7353616,8.491,5.47,774.0,84.66,778.8,0.878,58.4
K01236.02,CONFIRMED,12.30971679,6.74,3.82,1104.0,350.46,396.0,0.847,45.9
K01236.03,CONFIRMED,54.4205407,8.559,3.2,574.0,25.6,598.0,0.9414,44.9
K01237.01,FALSE POSITIVE,14.32407216,4.6577,38.86,782.0,88.38,2053.9,1.292,58.0
K01238.01,CONFIRMED,27.07237655,6.9592,2.18,605.0,31.58,514.2,0.015,44.0
K01301.02,CONFIRMED,37.5142128,5.303,2.68,478.0,12.38,935.0,0.366,28.9
K01302.01,CONFIRMED,55.6391882,7.316,3.13,478.0,12.33,853.0,0.811,48.3
K00157.04,CONFIRMED,46.6856205,6.3794,2.52,513.0,16.41,588.8,0.217,59.0
K01303.01,CANDIDATE,34.2966363,19.718,3.29,584.0,27.6,696.6,0.711,66.7
K01304.01,CONFIRMED,4.59726613,2.909,1.69,1105.0,352.4,313.0,0.033,17.0
K01602.01,CONFIRMED,9.97716876,5.908,2.53,1028.0,263.89,252.9,0.002,21.8
K01603.01,CONFIRMED,3.02168007,2.8264,1.31,1332.0,744.35,171.9,0.349,32.9
K00187.01,FALSE POSITIVE,30.882538697,5.3737,15.4,593.0,29.12,24012.0,0.197,1266.2
